step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8
8/10/2022 15:27:32,8/10/2022 16:03:19,8/10/2022 17:16:49,8/10/2022 18:08:56,8/10/2022 19:57:40,8/10/2022 22:58:17,8/11/2022 3:09:12,8/11/2022 5:36:54
8/10/2022 16:37:39,8/10/2022 21:22:45,8/11/2022 1:32:51,8/11/2022 3:02:04,8/11/2022 3:53:22,8/11/2022 7:44:40,8/11/2022 12:16:08,8/11/2022 14:58:07
8/10/2022 17:50:57,8/10/2022 20:03:57,8/10/2022 22:45:18,8/11/2022 0:30:33,8/11/2022 4:44:17,8/11/2022 5:49:05,8/11/2022 6:13:28,8/11/2022 6:51:19
8/10/2022 18:47:34,8/10/2022 21:43:19,8/11/2022 2:37:38,8/11/2022 6:58:40,8/11/2022 9:50:25,8/11/2022 13:52:13,8/11/2022 18:41:41,8/11/2022 21:39:52
8/10/2022 20:26:41,8/11/2022 0:28:53,8/11/2022 3:54:18,8/11/2022 6:45:20,8/11/2022 7:06:18,8/11/2022 8:30:15,8/11/2022 12:06:25,8/11/2022 15:05:28
8/10/2022 22:26:48,8/10/2022 22:46:44,8/11/2022 2:29:18,8/11/2022 2:35:28,8/11/2022 4:02:26,8/11/2022 5:36:49,8/11/2022 9:36:50,8/11/2022 12:49:27
8/11/2022 0:18:11,8/11/2022 4:27:57,8/11/2022 4:31:14,8/11/2022 6:08:50,8/11/2022 8:13:52,8/11/2022 12:00:35,8/11/2022 13:14:36,8/11/2022 15:53:19
8/11/2022 0:29:53,8/11/2022 3:44:53,8/11/2022 5:29:58,8/11/2022 6:03:27,8/11/2022 9:29:16,8/11/2022 10:29:52,8/11/2022 12:32:01,8/11/2022 12:50:00
8/11/2022 0:57:14,8/11/2022 4:36:17,8/11/2022 5:52:48,8/11/2022 7:06:17,8/11/2022 9:10:27,8/11/2022 9:31:24,8/11/2022 9:40:01,8/11/2022 12:38:58
8/11/2022 1:42:24,8/11/2022 4:51:33,8/11/2022 6:48:09,8/11/2022 9:07:04,8/11/2022 12:53:38,8/11/2022 16:07:53,8/11/2022 20:01:39,8/11/2022 23:33:15
8/11/2022 2:47:19,8/11/2022 3:04:35,8/11/2022 6:17:24,8/11/2022 9:04:03,8/11/2022 12:03:31,8/11/2022 16:43:22,8/11/2022 19:37:11,8/11/2022 21:46:11
8/11/2022 4:10:43,8/11/2022 6:43:15,8/11/2022 9:16:48,8/11/2022 10:58:05,8/11/2022 13:03:27,8/11/2022 14:23:19,8/11/2022 14:31:52,8/11/2022 17:53:01
8/11/2022 5:33:21,8/11/2022 8:11:15,8/11/2022 8:56:03,8/11/2022 8:57:56,8/11/2022 12:31:54,8/11/2022 16:59:04,8/11/2022 19:07:56,8/11/2022 22:46:22
8/11/2022 6:29:55,8/11/2022 8:11:28,8/11/2022 11:45:04,8/11/2022 16:21:37,8/11/2022 17:53:41,8/11/2022 21:32:37,8/12/2022 0:15:18,8/12/2022 5:15:02
8/11/2022 8:26:30,8/11/2022 12:23:01,8/11/2022 17:22:27,8/11/2022 17:30:21,8/11/2022 18:05:00,8/11/2022 20:46:57,8/11/2022 21:35:41,8/12/2022 1:35:16
8/11/2022 10:05:14,8/11/2022 10:08:37,8/11/2022 11:51:12,8/11/2022 13:20:36,8/11/2022 17:22:29,8/11/2022 20:22:01,8/12/2022 0:59:14,8/12/2022 5:49:06
8/11/2022 10:10:23,8/11/2022 12:36:30,8/11/2022 14:17:32,8/11/2022 19:03:32,8/11/2022 20:10:37,8/11/2022 22:17:50,8/12/2022 1:31:01,8/12/2022 6:04:36
8/11/2022 11:14:51,8/11/2022 15:05:25,8/11/2022 18:30:09,8/11/2022 22:42:12,8/12/2022 0:52:27,8/12/2022 1:07:05,8/12/2022 4:11:22,8/12/2022 8:53:27
8/11/2022 11:45:40,8/11/2022 16:06:18,8/11/2022 17:51:17,8/11/2022 18:21:42,8/11/2022 20:28:43,8/11/2022 20:45:06,8/12/2022 0:51:20,8/12/2022 4:27:05
8/11/2022 13:18:39,8/11/2022 18:04:25,8/11/2022 21:34:51,8/12/2022 0:31:30,8/12/2022 2:06:12,8/12/2022 5:58:55,8/12/2022 8:42:00,8/12/2022 12:00:32
8/11/2022 13:55:29,8/11/2022 14:08:32,8/11/2022 16:44:28,8/11/2022 21:06:31,8/11/2022 23:07:09,8/12/2022 0:02:37,8/12/2022 3:37:48,8/12/2022 7:49:28
8/11/2022 15:06:24,8/11/2022 19:31:14,8/12/2022 0:09:23,8/12/2022 2:15:05,8/12/2022 2:43:55,8/12/2022 7:32:07,8/12/2022 9:15:33,8/12/2022 9:19:21
8/11/2022 16:01:14,8/11/2022 18:13:09,8/11/2022 19:12:01,8/11/2022 23:57:04,8/12/2022 3:34:54,8/12/2022 7:23:55,8/12/2022 12:22:58,8/12/2022 17:04:26
8/11/2022 17:38:11,8/11/2022 18:22:55,8/11/2022 20:53:56,8/11/2022 23:11:09,8/12/2022 1:20:23,8/12/2022 3:44:30,8/12/2022 6:17:50,8/12/2022 8:31:49
8/11/2022 17:48:41,8/11/2022 18:12:47,8/11/2022 19:29:15,8/11/2022 20:58:05,8/11/2022 22:30:14,8/12/2022 0:41:17,8/12/2022 4:19:59,8/12/2022 9:04:47
8/11/2022 18:03:45,8/11/2022 19:52:46,8/11/2022 21:54:14,8/11/2022 22:08:08,8/12/2022 0:36:54,8/12/2022 1:28:31,8/12/2022 1:56:39,8/12/2022 6:35:44
8/11/2022 19:27:45,8/11/2022 20:45:58,8/11/2022 23:08:30,8/12/2022 3:17:13,8/12/2022 4:31:52,8/12/2022 8:54:16,8/12/2022 13:24:27,8/12/2022 16:30:33
8/11/2022 20:33:09,8/12/2022 0:40:15,8/12/2022 3:40:48,8/12/2022 8:18:37,8/12/2022 8:31:04,8/12/2022 9:51:45,8/12/2022 13:14:15,8/12/2022 15:49:44
8/11/2022 21:15:41,8/11/2022 21:40:56,8/11/2022 21:42:31,8/12/2022 1:32:44,8/12/2022 3:28:05,8/12/2022 6:30:18,8/12/2022 11:21:16,8/12/2022 15:21:51
8/11/2022 22:31:37,8/11/2022 23:26:31,8/12/2022 2:11:55,8/12/2022 6:22:16,8/12/2022 7:59:13,8/12/2022 9:50:01,8/12/2022 13:39:01,8/12/2022 16:53:43
8/12/2022 0:26:12,8/12/2022 4:02:50,8/12/2022 6:56:13,8/12/2022 8:52:13,8/12/2022 11:58:10,8/12/2022 12:45:12,8/12/2022 13:17:25,8/12/2022 17:17:46
8/12/2022 1:23:55,8/12/2022 3:27:30,8/12/2022 7:06:46,8/12/2022 9:34:26,8/12/2022 11:07:02,8/12/2022 14:52:39,8/12/2022 15:57:26,8/12/2022 16:14:47
8/12/2022 1:37:22,8/12/2022 3:36:12,8/12/2022 7:30:13,8/12/2022 10:40:16,8/12/2022 12:37:01,8/12/2022 14:56:45,8/12/2022 19:41:49,8/12/2022 22:28:06
8/12/2022 1:48:22,8/12/2022 1:56:53,8/12/2022 2:03:40,8/12/2022 6:56:54,8/12/2022 8:02:53,8/12/2022 8:09:37,8/12/2022 10:40:10,8/12/2022 13:51:35
8/12/2022 2:22:47,8/12/2022 5:41:58,8/12/2022 5:59:35,8/12/2022 10:11:41,8/12/2022 10:23:44,8/12/2022 14:13:52,8/12/2022 18:14:47,8/12/2022 20:26:04
8/12/2022 2:25:38,8/12/2022 3:23:52,8/12/2022 7:06:31,8/12/2022 8:45:34,8/12/2022 12:30:41,8/12/2022 13:01:11,8/12/2022 14:01:57,8/12/2022 16:33:32
8/12/2022 4:15:40,8/12/2022 8:29:05,8/12/2022 12:43:39,8/12/2022 16:48:36,8/12/2022 19:53:23,8/12/2022 22:59:04,8/13/2022 2:31:42,8/13/2022 6:51:41
8/12/2022 4:43:10,8/12/2022 7:48:01,8/12/2022 11:35:46,8/12/2022 16:20:37,8/12/2022 19:01:50,8/12/2022 21:37:36,8/12/2022 23:09:41,8/13/2022 3:10:39
8/12/2022 5:35:25,8/12/2022 8:08:31,8/12/2022 10:57:08,8/12/2022 14:06:05,8/12/2022 18:44:25,8/12/2022 19:30:54,8/12/2022 19:52:52,8/12/2022 22:43:45
8/12/2022 7:17:56,8/12/2022 7:23:05,8/12/2022 11:30:42,8/12/2022 13:12:40,8/12/2022 16:19:39,8/12/2022 20:58:29,8/12/2022 23:00:39,8/13/2022 2:33:31
8/12/2022 8:53:30,8/12/2022 11:27:38,8/12/2022 16:04:57,8/12/2022 17:22:37,8/12/2022 18:18:40,8/12/2022 20:35:12,8/12/2022 22:58:54,8/13/2022 3:09:02
8/12/2022 10:22:02,8/12/2022 15:16:34,8/12/2022 15:25:47,8/12/2022 19:15:07,8/12/2022 22:41:25,8/13/2022 0:55:36,8/13/2022 3:09:12,8/13/2022 7:15:12
8/12/2022 11:57:02,8/12/2022 14:48:05,8/12/2022 17:50:29,8/12/2022 18:01:58,8/12/2022 20:05:32,8/12/2022 21:09:01,8/12/2022 21:27:04,8/12/2022 22:44:38
8/12/2022 13:23:41,8/12/2022 13:46:00,8/12/2022 16:54:13,8/12/2022 20:51:13,8/12/2022 21:23:13,8/12/2022 21:41:52,8/13/2022 0:31:55,8/13/2022 4:05:39
8/12/2022 14:19:55,8/12/2022 14:38:03,8/12/2022 16:29:29,8/12/2022 19:37:01,8/12/2022 23:16:55,8/12/2022 23:42:13,8/13/2022 3:14:09,8/13/2022 4:18:33
8/12/2022 15:55:39,8/12/2022 16:22:37,8/12/2022 18:22:10,8/12/2022 21:55:00,8/13/2022 1:50:32,8/13/2022 3:00:36,8/13/2022 6:43:36,8/13/2022 10:48:13
8/12/2022 16:22:02,8/12/2022 16:40:49,8/12/2022 19:00:17,8/12/2022 21:44:41,8/13/2022 0:09:14,8/13/2022 3:37:54,8/13/2022 4:27:06,8/13/2022 8:45:17
8/12/2022 18:19:05,8/12/2022 19:39:53,8/12/2022 21:39:17,8/13/2022 1:09:56,8/13/2022 6:02:41,8/13/2022 10:55:13,8/13/2022 13:17:21,8/13/2022 16:16:28
8/12/2022 18:31:06,8/12/2022 23:22:23,8/13/2022 2:36:21,8/13/2022 2:54:37,8/13/2022 7:50:45,8/13/2022 12:47:53,8/13/2022 14:58:55,8/13/2022 15:19:30
8/12/2022 19:40:10,8/12/2022 20:56:40,8/12/2022 22:11:13,8/12/2022 22:31:55,8/13/2022 0:10:47,8/13/2022 2:54:03,8/13/2022 6:25:44,8/13/2022 9:14:27
8/12/2022 20:17:02,8/12/2022 22:01:02,8/12/2022 22:57:45,8/13/2022 3:00:39,8/13/2022 3:50:46,8/13/2022 5:59:59,8/13/2022 8:18:13,8/13/2022 11:39:21
8/12/2022 21:37:27,8/12/2022 22:04:39,8/13/2022 3:01:46,8/13/2022 5:01:20,8/13/2022 6:26:40,8/13/2022 10:27:27,8/13/2022 14:14:50,8/13/2022 17:07:49
8/12/2022 22:06:04,8/13/2022 1:06:12,8/13/2022 4:23:12,8/13/2022 9:17:05,8/13/2022 10:17:13,8/13/2022 12:46:16,8/13/2022 13:52:43,8/13/2022 16:10:43
8/13/2022 0:03:02,8/13/2022 4:14:10,8/13/2022 5:33:48,8/13/2022 7:24:57,8/13/2022 9:02:54,8/13/2022 13:00:46,8/13/2022 14:37:58,8/13/2022 17:47:01
8/13/2022 1:49:42,8/13/2022 5:56:12,8/13/2022 9:56:00,8/13/2022 14:11:53,8/13/2022 17:12:09,8/13/2022 18:32:09,8/13/2022 18:40:47,8/13/2022 20:01:32
8/13/2022 2:30:04,8/13/2022 3:11:20,8/13/2022 6:45:57,8/13/2022 10:33:21,8/13/2022 11:17:08,8/13/2022 14:53:58,8/13/2022 18:15:53,8/13/2022 19:52:10
8/13/2022 3:02:46,8/13/2022 3:38:58,8/13/2022 8:06:05,8/13/2022 10:34:05,8/13/2022 14:32:09,8/13/2022 16:01:06,8/13/2022 20:00:19,8/13/2022 21:08:16
8/13/2022 3:42:13,8/13/2022 7:28:22,8/13/2022 10:49:40,8/13/2022 12:54:40,8/13/2022 17:20:10,8/13/2022 21:40:46,8/14/2022 1:08:01,8/14/2022 1:56:11
8/13/2022 4:56:30,8/13/2022 8:18:52,8/13/2022 11:35:27,8/13/2022 14:27:45,8/13/2022 16:52:14,8/13/2022 21:46:43,8/14/2022 2:09:18,8/14/2022 3:37:15
8/13/2022 6:32:35,8/13/2022 8:48:27,8/13/2022 11:03:31,8/13/2022 13:31:13,8/13/2022 17:05:36,8/13/2022 17:18:36,8/13/2022 20:09:40,8/13/2022 22:05:58
8/13/2022 7:52:02,8/13/2022 8:15:29,8/13/2022 8:28:28,8/13/2022 9:15:49,8/13/2022 9:45:17,8/13/2022 13:49:07,8/13/2022 18:15:20,8/13/2022 20:04:47
8/13/2022 8:51:59,8/13/2022 11:13:13,8/13/2022 12:07:07,8/13/2022 12:09:52,8/13/2022 16:21:43,8/13/2022 20:03:33,8/13/2022 20:32:30,8/13/2022 23:51:22
8/13/2022 10:15:01,8/13/2022 10:31:49,8/13/2022 15:05:49,8/13/2022 18:19:38,8/13/2022 21:36:09,8/13/2022 22:08:31,8/14/2022 1:50:46,8/14/2022 5:09:56
8/13/2022 10:46:53,8/13/2022 15:26:57,8/13/2022 16:21:23,8/13/2022 19:46:22,8/14/2022 0:04:53,8/14/2022 4:29:16,8/14/2022 9:30:07,8/14/2022 12:33:05
8/13/2022 12:09:09,8/13/2022 12:11:05,8/13/2022 13:33:17,8/13/2022 15:51:42,8/13/2022 20:23:42,8/13/2022 20:38:04,8/14/2022 0:43:39,8/14/2022 4:12:01
8/13/2022 12:42:03,8/13/2022 14:53:49,8/13/2022 17:37:14,8/13/2022 19:10:06,8/13/2022 21:12:58,8/13/2022 21:34:29,8/14/2022 2:15:46,8/14/2022 2:40:24
8/13/2022 13:05:00,8/13/2022 15:49:48,8/13/2022 16:43:44,8/13/2022 20:11:18,8/13/2022 21:32:31,8/14/2022 2:26:32,8/14/2022 5:10:55,8/14/2022 6:34:26
8/13/2022 14:46:05,8/13/2022 19:45:48,8/13/2022 21:48:13,8/13/2022 22:38:30,8/14/2022 1:58:02,8/14/2022 3:55:12,8/14/2022 7:17:38,8/14/2022 11:27:13
8/13/2022 15:25:56,8/13/2022 18:55:49,8/13/2022 19:38:22,8/13/2022 19:58:56,8/13/2022 20:26:24,8/13/2022 21:39:05,8/13/2022 23:31:25,8/14/2022 2:21:04
8/13/2022 15:48:53,8/13/2022 20:38:14,8/13/2022 21:46:09,8/13/2022 21:55:32,8/14/2022 1:48:32,8/14/2022 6:28:07,8/14/2022 8:09:00,8/14/2022 8:50:39
8/13/2022 16:50:45,8/13/2022 17:03:05,8/13/2022 18:26:41,8/13/2022 22:03:05,8/14/2022 0:16:49,8/14/2022 3:26:18,8/14/2022 6:51:20,8/14/2022 9:26:26
8/13/2022 17:37:13,8/13/2022 18:03:07,8/13/2022 19:04:02,8/13/2022 20:54:55,8/13/2022 23:46:57,8/14/2022 1:09:52,8/14/2022 4:30:59,8/14/2022 7:38:56
8/13/2022 18:16:31,8/13/2022 21:58:24,8/13/2022 23:41:43,8/13/2022 23:55:54,8/14/2022 2:21:07,8/14/2022 5:23:21,8/14/2022 9:04:41,8/14/2022 12:02:30
8/13/2022 19:43:40,8/13/2022 21:30:17,8/13/2022 21:40:04,8/13/2022 22:20:47,8/13/2022 23:21:24,8/14/2022 3:54:52,8/14/2022 6:38:48,8/14/2022 8:56:34
8/13/2022 19:47:32,8/13/2022 21:17:15,8/14/2022 0:31:17,8/14/2022 4:26:28,8/14/2022 6:11:21,8/14/2022 10:55:55,8/14/2022 12:44:37,8/14/2022 13:58:27
8/13/2022 20:21:55,8/13/2022 23:24:54,8/14/2022 1:52:27,8/14/2022 3:49:30,8/14/2022 7:50:52,8/14/2022 11:42:15,8/14/2022 16:09:37,8/14/2022 16:37:56
8/13/2022 22:01:45,8/14/2022 1:16:04,8/14/2022 3:01:03,8/14/2022 3:51:20,8/14/2022 4:46:49,8/14/2022 6:17:05,8/14/2022 7:31:35,8/14/2022 7:57:19
8/13/2022 22:42:28,8/14/2022 0:09:41,8/14/2022 4:29:14,8/14/2022 5:58:51,8/14/2022 7:36:30,8/14/2022 9:16:28,8/14/2022 10:30:01,8/14/2022 13:36:56
8/14/2022 0:12:22,8/14/2022 3:48:31,8/14/2022 7:36:23,8/14/2022 11:06:48,8/14/2022 15:52:38,8/14/2022 18:07:50,8/14/2022 20:09:21,8/14/2022 20:16:26
8/14/2022 1:16:04,8/14/2022 2:08:52,8/14/2022 2:22:22,8/14/2022 6:03:46,8/14/2022 9:05:59,8/14/2022 12:17:24,8/14/2022 15:10:38,8/14/2022 16:39:46
8/14/2022 2:36:23,8/14/2022 4:16:35,8/14/2022 7:31:35,8/14/2022 9:43:42,8/14/2022 12:22:02,8/14/2022 13:34:10,8/14/2022 14:42:17,8/14/2022 18:07:00
8/14/2022 4:29:00,8/14/2022 4:46:13,8/14/2022 9:14:03,8/14/2022 13:45:42,8/14/2022 18:43:05,8/14/2022 23:02:21,8/14/2022 23:24:27,8/15/2022 1:27:03
8/14/2022 4:47:36,8/14/2022 5:54:14,8/14/2022 7:55:29,8/14/2022 12:08:37,8/14/2022 14:10:37,8/14/2022 16:06:47,8/14/2022 18:39:41,8/14/2022 20:38:49
8/14/2022 5:22:12,8/14/2022 5:29:11,8/14/2022 8:40:47,8/14/2022 11:17:03,8/14/2022 13:09:49,8/14/2022 17:20:59,8/14/2022 20:36:54,8/14/2022 21:27:26
8/14/2022 6:53:40,8/14/2022 7:33:44,8/14/2022 11:01:53,8/14/2022 11:46:09,8/14/2022 15:17:47,8/14/2022 19:17:59,8/14/2022 23:35:40,8/15/2022 2:54:26
8/14/2022 8:09:26,8/14/2022 12:20:59,8/14/2022 17:11:30,8/14/2022 18:24:04,8/14/2022 19:24:41,8/14/2022 19:37:02,8/14/2022 20:38:09,8/15/2022 1:17:02
8/14/2022 9:35:56,8/14/2022 11:04:59,8/14/2022 13:23:17,8/14/2022 14:06:19,8/14/2022 14:41:37,8/14/2022 18:37:31,8/14/2022 19:08:48,8/14/2022 21:13:07
8/14/2022 10:55:44,8/14/2022 12:42:26,8/14/2022 13:21:05,8/14/2022 14:41:25,8/14/2022 17:30:11,8/14/2022 21:42:44,8/14/2022 22:30:24,8/14/2022 22:38:49
8/14/2022 11:11:41,8/14/2022 13:53:53,8/14/2022 18:02:37,8/14/2022 18:17:28,8/14/2022 20:26:47,8/15/2022 1:02:31,8/15/2022 2:26:09,8/15/2022 5:56:09
8/14/2022 13:12:01,8/14/2022 17:21:50,8/14/2022 19:00:02,8/14/2022 20:48:17,8/14/2022 23:20:15,8/15/2022 2:10:45,8/15/2022 6:08:51,8/15/2022 9:00:09
8/14/2022 15:07:19,8/14/2022 18:03:49,8/14/2022 22:22:17,8/14/2022 23:14:06,8/15/2022 2:11:27,8/15/2022 6:21:02,8/15/2022 11:05:17,8/15/2022 15:12:07
8/14/2022 16:16:21,8/14/2022 20:34:52,8/15/2022 0:19:52,8/15/2022 1:29:33,8/15/2022 6:12:35,8/15/2022 10:11:31,8/15/2022 10:35:23,8/15/2022 11:35:00
8/14/2022 16:27:19,8/14/2022 21:23:30,8/15/2022 0:59:47,8/15/2022 4:28:49,8/15/2022 6:48:47,8/15/2022 10:13:03,8/15/2022 15:09:43,8/15/2022 17:29:23
8/14/2022 17:33:37,8/14/2022 18:43:58,8/14/2022 19:11:58,8/14/2022 23:09:43,8/15/2022 0:09:08,8/15/2022 3:45:15,8/15/2022 3:59:09,8/15/2022 8:08:29
8/14/2022 18:53:16,8/14/2022 21:10:13,8/14/2022 22:19:37,8/14/2022 22:37:23,8/15/2022 1:41:44,8/15/2022 4:04:27,8/15/2022 5:28:12,8/15/2022 9:52:46
8/14/2022 19:28:00,8/14/2022 22:17:38,8/15/2022 2:39:04,8/15/2022 4:12:56,8/15/2022 5:24:13,8/15/2022 7:01:14,8/15/2022 9:24:39,8/15/2022 10:31:02
8/14/2022 21:26:59,8/14/2022 21:38:34,8/15/2022 0:49:05,8/15/2022 3:49:53,8/15/2022 8:40:26,8/15/2022 13:24:31,8/15/2022 16:36:38,8/15/2022 16:59:29
8/14/2022 23:02:13,8/15/2022 2:28:45,8/15/2022 3:50:02,8/15/2022 6:18:31,8/15/2022 9:28:50,8/15/2022 10:29:42,8/15/2022 15:17:48,8/15/2022 18:16:47
8/14/2022 23:27:03,8/15/2022 0:42:04,8/15/2022 2:40:56,8/15/2022 7:03:41,8/15/2022 10:16:32,8/15/2022 10:34:04,8/15/2022 12:01:42,8/15/2022 12:13:58
8/15/2022 1:19:57,8/15/2022 3:31:10,8/15/2022 5:26:17,8/15/2022 9:36:39,8/15/2022 10:39:38,8/15/2022 13:41:50,8/15/2022 14:53:10,8/15/2022 15:46:17
8/15/2022 2:32:41,8/15/2022 6:00:34,8/15/2022 6:41:58,8/15/2022 11:41:48,8/15/2022 12:20:19,8/15/2022 16:29:15,8/15/2022 17:10:54,8/15/2022 18:10:56
8/15/2022 3:17:06,8/15/2022 6:02:23,8/15/2022 6:51:34,8/15/2022 9:15:32,8/15/2022 10:59:50,8/15/2022 13:59:42,8/15/2022 16:34:36,8/15/2022 18:36:06
8/15/2022 3:25:09,8/15/2022 5:23:20,8/15/2022 5:50:26,8/15/2022 7:00:38,8/15/2022 7:05:35,8/15/2022 9:13:39,8/15/2022 10:17:12,8/15/2022 12:44:11
8/15/2022 4:10:31,8/15/2022 8:55:40,8/15/2022 11:46:47,8/15/2022 11:48:08,8/15/2022 16:00:40,8/15/2022 20:28:32,8/15/2022 22:53:12,8/15/2022 23:52:31
8/15/2022 4:39:58,8/15/2022 5:01:47,8/15/2022 5:17:21,8/15/2022 9:48:17,8/15/2022 12:57:17,8/15/2022 13:57:20,8/15/2022 17:35:27,8/15/2022 17:44:56
8/15/2022 5:29:04,8/15/2022 5:34:58,8/15/2022 6:50:46,8/15/2022 11:09:13,8/15/2022 11:14:00,8/15/2022 13:55:26,8/15/2022 15:22:20,8/15/2022 17:48:58
8/15/2022 7:16:52,8/15/2022 7:47:53,8/15/2022 10:48:13,8/15/2022 12:48:48,8/15/2022 13:15:32,8/15/2022 15:44:40,8/15/2022 16:02:37,8/15/2022 18:34:15
8/15/2022 8:17:07,8/15/2022 11:14:01,8/15/2022 15:13:49,8/15/2022 19:07:21,8/15/2022 20:48:16,8/15/2022 22:59:23,8/16/2022 2:05:50,8/16/2022 3:28:34
8/15/2022 8:56:34,8/15/2022 10:58:20,8/15/2022 13:28:18,8/15/2022 16:36:39,8/15/2022 21:32:05,8/15/2022 22:00:37,8/16/2022 0:57:28,8/16/2022 3:12:30
8/15/2022 9:52:42,8/15/2022 12:31:43,8/15/2022 14:09:43,8/15/2022 16:02:49,8/15/2022 17:36:14,8/15/2022 21:00:02,8/15/2022 23:46:32,8/16/2022 1:23:22
8/15/2022 10:14:01,8/15/2022 10:21:57,8/15/2022 15:04:27,8/15/2022 17:53:23,8/15/2022 20:38:19,8/15/2022 22:43:12,8/16/2022 0:52:31,8/16/2022 1:23:30
8/15/2022 11:49:36,8/15/2022 16:15:14,8/15/2022 16:36:00,8/15/2022 21:35:19,8/15/2022 23:18:35,8/16/2022 2:05:24,8/16/2022 5:26:41,8/16/2022 7:58:36
8/15/2022 13:10:24,8/15/2022 14:25:55,8/15/2022 16:06:41,8/15/2022 19:41:21,8/15/2022 23:55:37,8/16/2022 1:29:16,8/16/2022 3:45:13,8/16/2022 5:22:21
8/15/2022 13:17:08,8/15/2022 16:12:10,8/15/2022 16:29:33,8/15/2022 20:05:51,8/15/2022 23:57:54,8/16/2022 3:41:03,8/16/2022 3:42:24,8/16/2022 5:19:19
8/15/2022 13:39:51,8/15/2022 15:54:41,8/15/2022 17:49:55,8/15/2022 20:03:42,8/15/2022 20:06:26,8/15/2022 20:22:39,8/16/2022 0:10:30,8/16/2022 1:43:14
8/15/2022 14:23:06,8/15/2022 17:45:54,8/15/2022 21:54:51,8/15/2022 23:50:12,8/16/2022 2:27:08,8/16/2022 3:40:47,8/16/2022 3:44:35,8/16/2022 5:34:30
8/15/2022 15:14:23,8/15/2022 17:03:39,8/15/2022 17:28:08,8/15/2022 22:05:48,8/15/2022 23:37:51,8/16/2022 3:10:37,8/16/2022 4:29:41,8/16/2022 9:22:49
8/15/2022 16:54:55,8/15/2022 18:58:28,8/15/2022 23:06:58,8/16/2022 3:05:03,8/16/2022 3:46:52,8/16/2022 3:46:57,8/16/2022 5:32:59,8/16/2022 6:23:52
8/15/2022 17:36:49,8/15/2022 21:40:15,8/16/2022 2:38:32,8/16/2022 7:15:49,8/16/2022 8:38:54,8/16/2022 10:05:49,8/16/2022 11:59:57,8/16/2022 14:28:57
8/15/2022 18:05:04,8/15/2022 23:02:41,8/16/2022 0:08:32,8/16/2022 1:57:40,8/16/2022 2:08:15,8/16/2022 4:47:55,8/16/2022 6:42:28,8/16/2022 10:00:40
8/15/2022 19:16:55,8/15/2022 19:17:43,8/15/2022 23:43:06,8/16/2022 3:14:47,8/16/2022 4:45:30,8/16/2022 5:18:46,8/16/2022 6:54:06,8/16/2022 8:41:55
8/15/2022 21:13:54,8/15/2022 22:56:03,8/15/2022 23:58:19,8/16/2022 2:36:24,8/16/2022 4:11:46,8/16/2022 4:15:49,8/16/2022 5:58:56,8/16/2022 6:43:56
8/15/2022 21:57:57,8/15/2022 22:12:28,8/16/2022 1:14:21,8/16/2022 3:40:55,8/16/2022 5:41:56,8/16/2022 8:25:32,8/16/2022 12:04:50,8/16/2022 14:47:44
8/15/2022 22:32:02,8/16/2022 0:39:07,8/16/2022 5:30:18,8/16/2022 10:19:13,8/16/2022 11:19:03,8/16/2022 11:23:00,8/16/2022 16:07:08,8/16/2022 17:44:05
8/15/2022 23:52:53,8/16/2022 4:28:52,8/16/2022 9:08:59,8/16/2022 12:27:01,8/16/2022 15:11:01,8/16/2022 17:42:56,8/16/2022 19:46:19,8/16/2022 19:57:23
8/16/2022 0:50:41,8/16/2022 4:33:14,8/16/2022 5:57:54,8/16/2022 6:02:25,8/16/2022 10:12:03,8/16/2022 10:18:17,8/16/2022 11:31:37,8/16/2022 16:28:45
8/16/2022 1:47:58,8/16/2022 2:40:27,8/16/2022 5:03:59,8/16/2022 6:52:18,8/16/2022 7:15:36,8/16/2022 7:16:47,8/16/2022 11:43:00,8/16/2022 14:06:28
8/16/2022 2:02:25,8/16/2022 4:45:34,8/16/2022 8:35:19,8/16/2022 10:14:16,8/16/2022 10:48:06,8/16/2022 12:10:40,8/16/2022 16:17:15,8/16/2022 18:29:38
8/16/2022 2:52:25,8/16/2022 5:38:57,8/16/2022 8:16:35,8/16/2022 9:59:22,8/16/2022 11:36:50,8/16/2022 11:48:00,8/16/2022 14:13:00,8/16/2022 18:38:07
8/16/2022 3:37:19,8/16/2022 4:01:06,8/16/2022 4:08:52,8/16/2022 6:28:24,8/16/2022 10:55:55,8/16/2022 14:50:32,8/16/2022 16:45:39,8/16/2022 21:23:03
8/16/2022 5:04:44,8/16/2022 5:45:04,8/16/2022 6:35:11,8/16/2022 7:01:56,8/16/2022 7:51:20,8/16/2022 12:14:52,8/16/2022 14:31:00,8/16/2022 19:20:50
8/16/2022 5:40:55,8/16/2022 10:20:01,8/16/2022 11:27:26,8/16/2022 12:07:20,8/16/2022 13:59:39,8/16/2022 17:50:25,8/16/2022 19:51:20,8/17/2022 0:39:59
8/16/2022 6:17:14,8/16/2022 7:58:12,8/16/2022 11:47:27,8/16/2022 13:45:12,8/16/2022 16:06:28,8/16/2022 18:46:41,8/16/2022 22:05:16,8/17/2022 0:44:53
8/16/2022 7:53:35,8/16/2022 11:50:21,8/16/2022 15:31:13,8/16/2022 19:33:57,8/16/2022 20:10:04,8/16/2022 20:22:24,8/16/2022 23:03:44,8/17/2022 1:01:39
